Test_1,Test_2,Test_3,Test_4
312,285,249,252
274,337,210,326
278,284,522,303
267,346,286,261
425,310,224,273
246,284,290,476
473,312,207,261
334,572,217,285
415,342,213,269
244,288,279,285
314,353,208,301
286,283,273,261
317,344,282,292
289,336,250,251
287,285,215,259
263,356,211,259
291,287,274,323
245,354,261,310
247,317,210,252
285,286,252,311
276,346,209,278
242,297,260,272
299,341,241,264
288,307,208,301
262,287,222,262
250,327,287,270
255,288,268,341
315,313,234,259
241,287,281,297
265,359,269,254
341,286,264,291
269,327,265,251
319,291,208,324
263,302,239,295
306,286,297,277
286,333,262,267
249,291,230,336
249,327,213,299
499,291,208,259
299,343,264,314
308,337,210,259
268,325,239,298
239,282,209,314
252,278,258,254
280,351,252,263
249,322,209,275
256,350,212,343
282,316,247,297
247,288,255,266
266,342,209,295
294,304,210,259
253,286,247,256
276,290,285,332
256,317,210,260
244,349,260,284
263,324,211,332
242,280,249,266
235,310,293,256
291,293,211,267
239,327,210,323
245,283,262,253
262,297,212,289
307,332,284,259
275,288,210,280
312,289,259,278
240,324,279,265
274,303,212,284
312,336,258,262
255,343,220,270
241,285,271,290
257,349,244,258
271,282,212,310
257,323,212,353
318,288,283,280
235,307,266,337
256,350,248,317
243,326,213,261
244,289,462,302
312,291,210,281
245,330,287,258
284,365,245,261
257,292,273,300
283,298,211,288
321,362,262,256
253,293,226,313
267,281,274,261
263,342,210,358
254,304,221,294
271,285,280,271
243,281,238,259
325,299,209,349
289,305,254,261
239,318,228,298
286,344,225,291
243,293,240,254
263,288,213,271
375,335,210,343
269,332,271,308
262,297,262,319
249,285,234,303
234,338,211,262
273,347,261,293
268,317,209,255
259,334,260,277
248,309,285,348
306,283,211,283
248,293,224,258
286,349,213,267
286,286,301,315
245,571,241,266
272,336,209,258
244,308,266,304
312,353,253,261
254,287,209,312
317,283,267,259
302,332,209,316
266,311,210,258
247,283,262,320
249,327,264,308
256,286,230,305
247,313,253,272
241,365,211,300
405,288,209,258
282,316,247,275
326,292,290,342
363,287,209,256
406,373,210,519
449,288,265,276
326,362,281,260
353,278,260,324
369,347,267,259
427,288,212,259
287,352,212,324
401,319,252,252
238,317,231,319
323,286,225,294
237,282,264,258
244,314,212,298
396,328,212,278
441,341,313,258
253,381,214,291
261,336,287,282
294,304,266,339
267,275,217,266
257,283,255,296
275,339,237,253
235,300,244,289
240,289,211,269
312,341,284,521
242,293,211,259
303,327,208,308
268,350,269,300
235,283,205,263
245,290,260,257
267,341,221,328
306,293,265,262
308,345,261,320
298,316,271,253
262,295,213,290
246,337,243,327
278,290,209,283
242,283,243,334
240,362,219,268
262,320,264,295
245,278,213,262
290,356,209,326
306,293,272,292
284,563,257,313
247,335,211,327
245,287,247,264
1013,282,249,259
296,360,231,291
1078,331,211,259
273,362,223,331
321,329,208,289
276,283,287,263
269,290,208,298
265,323,425,303
268,311,209,286
251,278,261,255
301,367,208,314
245,322,244,267
247,339,256,294
293,282,238,332
257,324,251,264
288,292,217,299
292,363,253,257
271,322,211,310
303,296,213,263
286,303,256,346
268,346,417,304
281,289,247,253
254,315,255,264
259,309,259,316
242,338,209,303
252,308,242,268
333,281,212,260
257,322,287,258
244,340,211,324
296,336,256,320
306,317,228,371
256,289,248,300
266,285,211,258
253,317,225,270
354,363,266,316
233,343,210,247
276,285,236,259
243,351,210,343
262,280,210,318
304,332,231,316
239,279,289,260
306,354,250,263
253,316,246,334
245,285,211,298
329,281,247,258
246,309,208,305
322,306,280,260
251,285,264,313
349,294,209,259
311,341,257,305
440,314,211,251
404,289,262,299
370,320,209,280
286,328,252,334
241,319,263,296
290,304,210,309
276,284,259,263
241,341,214,260
254,293,229,318
264,334,254,292
250,334,211,248
281,284,210,316
294,283,275,256
242,329,252,259
268,339,215,348
306,301,266,337
250,287,211,309
271,343,246,267
311,288,263,296
311,351,246,258
281,340,211,314
268,284,208,316
244,335,254,260
235,285,248,277
324,291,210,258
450,310,208,330
413,358,270,255
377,283,230,261
340,370,211,318
306,335,273,261
328,345,235,332
338,284,210,311
310,321,208,280
303,288,230,260
303,278,273,308
239,320,281,313
242,362,223,312
409,313,268,317
268,359,220,283
261,282,226,259
453,336,271,258
244,301,210,312
287,318,236,278
296,310,235,294
267,283,213,260
298,346,248,264
276,279,234,332
1052,339,268,292
235,284,253,253
269,340,212,314
304,370,241,256
250,361,304,318
296,293,210,315
278,352,266,307
239,304,207,276
241,335,271,307
301,284,229,290
991,334,214,263
278,283,247,287
245,336,256,252
257,290,212,284
305,320,268,316
240,374,210,275
242,284,268,327
272,283,207,263
335,284,240,293
1113,312,211,273
293,357,282,261
1044,288,263,303
1100,335,209,307
248,285,265,254
294,311,230,306
267,350,221,259
279,286,225,257
327,324,252,287
247,297,255,265
408,363,289,307
295,346,227,282
241,292,299,262
989,346,209,272
245,342,272,338
282,287,209,261
239,347,223,256
270,286,284,322
285,288,255,255
298,357,214,337
283,322,209,319
235,286,289,269
289,323,260,254
274,297,217,302
239,376,269,259
254,343,210,334
244,352,210,310
238,323,250,305
487,296,301,260
490,291,211,287
274,396,229,310
266,371,266,260
241,365,220,358
277,337,210,313
259,343,244,318
1057,287,289,261
234,317,268,289
238,285,214,350
297,373,210,567
263,288,260,261
537,334,263,259
265,374,212,330
273,286,432,289
235,402,265,310
273,330,212,253
318,314,219,297
287,307,273,369
273,286,256,302
526,326,212,272
300,287,280,260
233,329,253,312
492,359,212,263
291,353,240,265
242,291,267,305
271,336,253,288
263,387,228,307
303,324,272,263
278,280,209,307
272,294,206,268
283,293,252,318
311,293,209,299
269,352,264,283
251,284,242,263
321,285,211,338
309,340,240,269
294,345,270,323
296,355,256,257
242,354,211,303
276,281,256,514
275,335,206,257
310,371,209,313
238,336,277,277
298,290,244,263
273,368,269,335
282,283,211,304
242,304,212,266
290,366,277,313
300,300,247,273
287,289,209,256
288,291,210,309
253,318,214,253
243,1183,299,318
298,283,273,281
268,643,261,264
247,321,259,338
278,284,230,306
293,293,302,286
238,363,262,264
287,380,226,323
258,346,211,311
241,294,235,271
248,285,207,274
433,282,209,258
318,355,268,262
354,352,207,324
400,345,209,304
358,313,237,260
286,287,244,319
263,296,209,291
236,335,209,264
253,385,265,295
284,352,285,255
254,286,210,258
243,358,263,313
244,284,219,311
333,333,282,261
425,321,211,255
265,283,254,326
255,317,423,321
336,330,250,280
426,292,214,262
295,326,231,313
279,342,207,306
261,298,209,296
272,312,286,254
492,286,257,283
525,399,210,281
264,331,246,252
251,349,233,266
242,364,281,311
328,367,290,314
248,343,229,268
276,353,283,255
247,284,210,327
238,352,210,260
250,285,265,256
312,342,240,325
261,289,217,311
281,342,265,355
241,302,248,292
252,290,207,295
315,278,211,263
318,297,277,303
284,378,253,260
250,279,228,335
296,339,219,301
242,356,246,258
309,321,212,312
288,286,258,306
260,287,266,264
261,327,253,266
312,308,225,291
246,291,268,261
272,351,266,297
246,292,212,266
295,293,268,306
284,321,261,260
266,375,237,254
241,342,210,303
247,311,206,263
236,588,249,337
1016,280,246,314
280,307,206,287
317,281,278,260
267,566,209,259
290,341,250,311
249,317,211,261
245,308,276,315
239,315,209,276
267,300,259,308
332,286,245,335
276,318,207,300
295,305,215,550
268,284,292,323
289,287,286,292
231,318,264,261
285,314,263,294
286,332,242,262
253,331,208,283
245,291,250,292
280,283,231,268
325,330,211,259
251,348,265,322
246,280,210,260
268,367,209,281
298,412,283,340
242,341,242,263
284,301,213,296
234,282,209,263
253,355,210,301
307,360,279,255
280,294,247,295
238,336,224,256
248,289,268,272
275,332,217,259
269,313,209,327
274,285,283,319
294,304,256,294
275,285,245,260
249,291,210,262
244,317,264,300
256,346,209,263
270,396,211,255
490,278,263,371
313,320,254,340
292,296,209,331
258,377,258,323
325,288,206,260
241,352,211,329
290,288,281,259
329,359,209,298
256,340,284,283
257,373,254,337
255,330,206,254
295,291,247,267
288,335,210,264
307,551,266,291
267,295,208,305
293,335,243,264
242,296,211,320
295,374,281,255
479,357,211,292
244,331,234,272
247,297,287,304
294,289,216,339
283,319,261,301
268,284,265,261
268,335,207,290
260,293,205,350
348,356,257,261
258,334,281,338
252,323,247,305
319,316,211,331
281,318,267,293
242,279,217,258
357,342,213,323
292,291,243,263
406,329,286,296
443,291,208,308
374,363,277,260
258,327,206,316
340,300,261,314
403,290,267,296
266,282,260,267
243,300,211,261
306,298,273,327
249,358,247,293
256,330,213,337
243,322,252,260
262,285,246,311
259,354,209,258
374,294,234,352
456,328,212,320
424,332,249,280
352,287,217,265
310,336,210,293
292,357,269,264
262,322,249,303
272,573,212,289
337,329,239,260
267,322,226,275
302,309,241,279
233,283,212,260
234,291,210,342
308,354,266,289
275,316,256,262
276,293,212,288
256,313,252,259
251,346,209,300
274,321,248,265
302,353,208,300
279,325,235,314
291,297,288,257
265,314,206,260
255,279,268,310
250,318,210,296
279,287,246,261
249,289,247,328
289,301,209,290
279,342,251,267
237,326,204,295
308,278,208,270
285,293,291,287
1065,339,253,264
244,308,210,250
250,287,271,301
269,355,294,315
305,281,260,321
283,372,213,365
272,288,228,266
236,284,268,286
324,319,209,343
280,358,212,282
246,297,252,330
237,292,209,265
316,314,280,270
303,352,206,261
240,280,206,319
289,291,287,291
297,323,230,307
262,300,283,312
243,286,232,376
239,339,262,273
284,312,209,267
237,287,244,315
261,305,265,304
282,282,222,258
249,297,269,249
314,331,209,282
254,319,206,325
270,322,213,259
311,279,283,310
254,294,207,531
286,307,233,255
254,360,212,273
242,316,289,328
312,284,206,265
294,286,371,329
247,350,281,307
244,325,256,250
281,287,216,257
237,293,258,294
508,345,254,277
302,323,210,253
262,297,252,327
240,348,215,288
276,290,232,537
238,355,276,331
243,286,212,296
283,333,252,261
291,326,248,257
296,336,289,256
310,288,216,286
252,285,269,333
267,342,284,291
300,280,213,279
267,343,266,255
276,312,266,291
248,350,210,286
274,281,210,275
273,328,224,263
266,295,291,274
241,349,212,310
268,318,269,263
247,278,239,264
238,306,212,310
310,371,212,290
280,292,237,267
243,279,209,271
237,337,259,266
283,284,211,283
307,339,208,326
244,288,263,267
272,320,259,292
334,286,246,310
289,312,214,308
242,353,266,282
268,294,250,262
245,327,211,282
270,303,265,262
258,274,274,315
304,325,204,279
262,278,278,266
262,299,209,296
243,286,211,258
402,367,296,255
383,342,256,314
287,312,209,298
366,359,250,272
326,303,361,260
449,293,215,291
267,285,211,289
259,289,288,266
332,346,267,260
373,329,212,298
289,277,307,307
314,332,268,266
396,285,278,300
487,332,237,257
266,292,230,336
229,349,211,299
280,282,271,259
289,346,209,276
359,367,259,261
297,334,211,253
267,275,246,303
458,343,299,288
417,317,205,264
257,284,265,299
303,308,226,268
275,318,260,296
285,287,212,257
263,289,267,319
281,357,240,255
325,327,217,296
251,300,236,301
238,286,208,259
238,345,208,304
239,291,261,302
307,355,262,267
294,276,247,338
307,358,207,299
265,283,245,257
278,323,287,259
361,335,261,302
297,334,210,264
281,290,251,326
257,286,207,311
253,346,236,306
290,327,208,266
267,293,248,327
240,360,254,287
494,357,256,339
302,278,207,301
243,362,255,255
286,302,214,290
242,351,207,292
317,294,272,336
304,312,212,318
270,285,274,283
1060,368,211,274
502,339,268,273
243,289,211,337
273,287,230,307
241,359,300,293
269,338,208,256
265,304,254,263
240,287,206,313
264,282,265,314
277,341,222,261
312,283,271,311
242,361,232,300
269,327,208,265
268,289,210,301
262,324,213,264
243,283,234,269
266,321,280,311
318,289,211,306
242,345,241,310
261,279,230,255
261,353,251,276
237,337,209,314
251,321,264,263
261,329,308,260
314,281,209,308
249,290,210,311
271,356,237,255
239,333,206,279
299,290,286,283
293,311,243,255
267,359,213,292
270,294,415,256
275,315,270,333
244,303,208,275
252,281,264,320
232,370,223,256
306,357,254,278
238,363,209,262
237,291,216,280
243,341,265,261
293,315,217,256
329,294,259,312
307,356,278,331
271,293,264,311
291,331,250,253
295,338,214,314
269,310,262,279
291,280,288,260
282,282,210,319
280,301,208,294
271,291,264,256
262,367,210,298
315,290,274,287
233,287,259,271
302,347,381,258
299,347,245,297
286,283,213,311
246,283,212,306
281,338,266,268
242,324,229,255
263,283,208,324
276,296,267,255
278,350,250,307
248,280,226,278
316,337,208,262
242,292,211,303
272,339,229,263
320,289,230,311
244,359,208,262
305,325,288,310
269,284,247,295
296,282,212,258
271,325,212,257
249,291,215,323
298,327,316,311
255,295,213,282
280,283,265,265
259,352,305,262
267,315,237,313
248,320,213,285
290,299,261,333
288,299,266,252
325,285,253,324
293,321,208,258
365,334,259,324
362,322,208,302
399,293,268,297
288,325,270,257
229,328,210,310
320,291,272,261
302,291,209,282
320,330,249,255
275,284,211,278
253,346,255,338
255,342,282,259
369,330,212,300
332,322,246,328
412,292,214,269
258,370,266,316
299,337,211,323
284,355,262,324
259,281,246,310
295,287,221,293
262,357,282,327
297,351,283,288
246,327,238,253
245,331,259,331
340,300,265,306
285,282,248,327
266,361,259,370
236,318,264,415
282,355,250,268
238,301,352,259
287,286,208,298
257,290,243,345
277,310,209,263
242,283,243,299
304,284,330,316
242,345,211,292
281,290,268,327
313,348,212,269
262,332,291,283
236,323,269,254
268,285,231,256
240,361,276,300
255,299,268,254
305,361,239,287
265,318,260,339
284,332,210,314
235,283,243,266
253,343,242,317
259,290,277,265
324,359,241,311
301,402,209,257
267,333,206,317
235,286,248,298
262,290,209,256
241,332,212,301
248,329,269,262
295,328,248,310
287,322,274,308
239,323,238,291
274,392,206,266
316,312,249,256
279,323,253,327
271,316,212,260
287,388,248,296
288,345,254,311
279,287,210,317
243,340,213,269
305,282,424,519
282,350,279,257
240,286,258,330
286,345,229,298
341,338,249,286
293,330,265,261
251,303,228,1204
322,342,214,307
256,294,280,326
317,394,240,294
263,294,220,489
240,284,279,315
271,335,245,255
302,330,217,288
249,286,208,278
287,334,212,257
273,371,294,314
280,301,264,259
263,337,286,315
250,562,213,309
299,300,257,255
288,339,216,314
283,280,297,253
284,284,289,292
247,338,213,337
302,305,281,325
236,291,224,258
302,308,266,260
296,306,212,351
334,287,215,258
308,362,284,341
243,1203,248,256
308,306,299,327
267,568,229,320
290,354,210,253
280,313,269,295
246,344,254,271
287,357,271,298
241,332,228,266
248,340,271,312
310,342,232,294
277,336,284,263
257,295,246,255
292,280,210,254
237,337,262,330
309,285,230,325
278,360,303,261
304,355,206,306
366,325,216,256
403,279,281,339
321,284,322,296
438,286,207,267
298,362,214,319
248,295,264,307
280,335,233,253
280,381,246,312
252,317,294,252
305,282,260,259
401,335,246,333
241,303,212,304
387,293,210,257
250,299,271,352
267,1267,260,315
326,315,245,353
295,369,209,264
333,334,265,286
295,569,212,262
242,281,210,318
290,281,263,255
279,310,253,312
243,363,210,282
296,277,247,313
264,385,214,254
236,285,211,298
288,321,283,255
242,388,281,293
294,372,263,263
272,300,211,331
295,360,258,306
247,300,207,263
288,340,242,310
237,279,265,292
303,346,241,259
297,323,218,340
308,311,213,299
271,279,267,326
297,292,211,311
236,341,253,314
271,307,206,310
287,278,242,264
263,333,263,257
1106,312,213,287
269,325,300,330
269,293,211,259
247,289,298,308
334,278,265,256
247,291,214,327
280,377,215,308
270,323,236,258
240,303,283,292
270,279,226,273
282,288,243,343
256,359,212,289
235,320,238,293
284,282,208,268
332,340,207,256
246,327,251,327
306,317,215,255
267,309,255,291
251,574,207,290
240,324,228,263
269,390,232,309
272,327,208,297
319,279,211,260
245,284,256,349
239,329,266,306
310,277,255,255
267,336,210,251
243,280,236,299
247,291,215,352
328,365,287,331
290,333,256,378
289,293,228,308
269,342,208,324
271,339,227,263
269,323,207,258
284,329,211,329
289,303,215,304
262,285,258,301
241,338,248,257
283,309,222,296
256,280,211,294
244,346,216,304
307,327,236,261
276,284,280,261
273,292,213,280
247,325,256,266
342,558,212,311
267,331,224,277
308,292,239,276
277,282,282,273
245,357,287,334
287,341,209,253
279,308,212,337
246,284,261,308
475,287,234,255
303,326,223,283
302,308,207,335
255,284,238,306
306,334,213,520
255,304,249,258
269,293,211,294
307,315,275,262
287,292,208,335
274,359,245,259
265,276,211,512
281,291,208,320
313,372,288,327
279,325,279,333
256,367,247,259
265,285,244,325
290,286,241,259
269,320,213,313
243,320,267,301
237,284,264,271
307,307,207,259
314,283,259,281
280,327,221,282
291,369,208,252
256,309,231,296
236,311,214,286
243,290,282,258
263,284,269,340
352,291,248,287
278,286,207,253
269,337,212,262
303,289,220,316
316,332,260,265
390,291,300,295
244,286,272,290
307,312,263,256
295,278,303,303
407,286,264,254
247,336,264,310
378,316,210,283
301,282,265,255
358,317,209,325
467,308,278,262
247,298,263,257
278,357,243,321
320,286,209,282
257,366,230,254
487,286,220,331
322,344,287,252
286,337,254,257
311,295,205,304
238,347,249,356
293,288,238,336
239,370,278,303
250,335,256,255
239,346,265,263
249,316,220,327
246,306,272,301
316,344,265,254
282,281,248,273
246,288,218,324
298,304,259,259
297,324,220,312
296,364,286,257
300,285,250,294
275,353,245,253
242,281,237,331
238,293,210,293
241,357,209,262
325,324,287,265
261,290,253,314
250,325,284,282
494,284,211,271
271,307,257,331
313,381,270,297
